idx,fx1_R,fx0d5_R,fx1d5_R,fx2d5_R,fx3_R,fx5_R,fx7_R,Freq_Rated,Freq_Gen,CC_bus,Power,I_R_rms,I_S_rms,I_T_rms,Load,Class
38,1.26093613098814,0.0136981423507621,0.0456446046240223,0.0203413876257116,0.200921010494261,0.365671745086156,0.405309136387789,52.5,51.29,332,0.45,3.02741446378371,2.32171112800933,2.25779016484669,0,7
39,1.20172983653173,0.0149589272035386,0.0319053496787958,0.011864804588625,0.196060764978923,0.38532338093409,0.417181057480154,52.5,51.31,329,0.44,2.97668928431216,2.28526626927745,2.21524347680906,0,7
40,1.04573457244438,0.0571124682465992,0.0303526260371817,0.0615291732832328,0.214305498537466,0.412242465583156,0.342155233989317,52.5,51.33,326,0.42,2.90610459797128,2.23496799066861,2.15857149458091,0,7
41,0.975855351465763,0.016204665883411,0.0303327489716017,0.0189116342467463,0.181946483431995,0.404522437503157,0.48542937929949,52.5,51.35,326,0.42,2.86067147339834,2.19864060209715,2.11778900886367,0,7
42,1.13647455418835,0.0267285113695951,0.0376314349806048,0.0142288967627842,0.22006474567679,0.378984858590062,0.481268911522281,52.5,51.37,321,0.41,2.81640130329801,2.16563071000527,2.08144284162844,0,7
43,1.2227058947903,0.0123034196746141,0.0382678885779906,0.0146571815592555,0.212804083378965,0.382925382838087,0.335987564346241,52.5,51.39,319,0.39,2.76331817362222,2.13043554085016,2.04074120213967,0,7
44,1.17050238619618,0.0127923834347186,0.0331448904073581,0.00928285415746634,0.187058315735765,0.384416522023845,0.453937026400304,52.5,51.41,316,0.38,2.71925303286516,2.09855151203458,2.00299796889946,0,7
45,1.07424113819168,0.011588327460463,0.0267102164188996,0.0122317379017203,0.220835019096979,0.313294750694476,0.468937341878085,52.5,51.43,314,0.37,2.67923256944828,2.07085247256533,1.96671692490054,0,7
46,0.87861780202378,0.0147132235261807,0.036674404538072,0.0201355701675212,0.151605677697727,0.317548842059103,0.366731349156293,52.5,51.45,311,0.37,2.6315922091768,2.03876939457702,1.92589422830667,0,7
47,1.11009332741995,0.0368227631346713,0.0351537955931973,0.0229214607597313,0.191800685468571,0.388315580220167,0.406731228543886,52.5,51.47,303,0.34,2.52252192455153,1.96128971185108,1.84172224694039,0,7
48,1.16037655974926,0.13029287448607,0.140413834243685,0.0680358053993896,0.201973320013317,0.363279755449932,0.351641537893145,52.5,51.49,300,0.33,2.47047380769811,1.92918165200025,1.79608691115457,0,7
49,1.1098684039727,0.096560073070836,0.143016530894027,0.0471207490413964,0.182071211901517,0.355329666329649,0.456243314670363,52.5,51.51,296,0.33,2.41998073074248,1.89335725215644,1.76066985102995,0,7
50,0.958547519328282,0.0219493240792625,0.0370179751945325,0.0144309131713304,0.209525353521723,0.365304588633705,0.396349398854294,52.5,51.53,292,0.31,2.36505769983773,1.85611627099662,1.71560669854508,0,7
51,0.839632768413204,0.0136708731748251,0.0279484619949571,0.0153004811609142,0.143174572819314,0.322291179446147,0.361273956434761,52.5,51.55,285,0.29,2.26860007428908,1.79236960229639,1.64430931637667,0,7
52,1.00574636888466,0.107188850956582,0.101899774386666,0.0149123617487407,0.191508180425388,0.326963625175693,0.417955410027938,52.5,51.57,280,0.28,2.21398645169694,1.75605448158822,1.60566681254292,0,7
53,1.02922729922454,0.133224587376158,0.0814434015864116,0.0603649233252462,0.165914504645121,0.288396093123872,0.396943648715986,52.5,51.59,271,0.26,2.11211451251808,1.68230416076985,1.52955410018579,0,7
54,0.996636928890582,0.0812200327934899,0.0906831268675393,0.0229030072432066,0.143060198587011,0.333553693162658,0.401328140620671,52.5,51.61,264,0.24,2.03356201143891,1.62960579365127,1.47075531703514,0,7
55,0.600730859165822,0.0239223151605267,0.0428231302568038,0.0194663213633149,0.14409808669222,0.282964444423147,0.326885936953885,52.5,51.65,240,0.2,1.81290772215241,1.46419545027,1.30880347670201,0,7
56,0.755544499622922,0.0127865898135785,0.0246143066882323,0.0124517153227611,0.176220271874141,0.254830745979142,0.356808792848684,52.5,51.67,233,0.18,1.75570688242605,1.42320933953317,1.26191512524726,0,7
57,0.838495612002499,0.012855905026708,0.0294045744946001,0.0125342089729037,0.154518363285837,0.241900107455434,0.338348042855358,52.5,51.69,223,0.17,1.68252516339772,1.37275733698072,1.20818615403152,0,7
58,0.825294818100085,0.0125730178879136,0.0334222712478926,0.0163990273067397,0.147372583224817,0.228630663598826,0.320659339408213,52.5,51.71,214,0.15,1.59854484298192,1.31234860827363,1.15361575888898,0,7
59,1.04002611099703,0.133591101957874,0.0896730939145216,0.131760413176209,0.194324361042589,0.477962566028837,0.305218333038741,55,53.82,333,0.45,3.01967566254998,2.3110847655998,2.24118034596421,0,7
60,0.94172920578264,0.0241866368999251,0.0287892149272966,0.0242955968962961,0.253940391745943,0.498652709525848,0.47902845346357,55,53.84,330,0.44,2.9879974083318,2.28714708507438,2.21354162673467,0,7
61,1.02344918725934,0.0265401043307535,0.0281489154014168,0.0173034881027221,0.22331172506394,0.407665571954829,0.408407805000691,55,53.86,327,0.43,2.91994989425474,2.23883701148329,2.15831530605246,0,7
62,1.07073028834807,0.0129413155256065,0.0271342932747555,0.0137151195093854,0.158179097011386,0.425906769423327,0.456633396236465,55,53.88,325,0.41,2.87069935589294,2.20303434042091,2.11815204988618,0,7
63,1.05800756904969,0.0229289987082029,0.0281288356872035,0.0152100804402468,0.223831333720475,0.476950032865481,0.412444766293861,55,53.9,322,0.41,2.82108821032158,2.16971078182668,2.07665387143091,0,7
64,0.931546880898053,0.0205384518497012,0.0259479029159754,0.0147514056455907,0.213373300848175,0.500093498786253,0.378517095478167,55,53.92,319,0.4,2.76332692949857,2.1259720801955,2.02857105218144,0,7
65,0.864274124303234,0.0200985624164002,0.0358223383679193,0.0156292154411548,0.215226021741064,0.462970176549666,0.440875430593913,55,53.94,316,0.39,2.7241277666699,2.10205814417435,1.99601958234128,0,7
66,0.964426094765699,0.014466670292229,0.0278691362839132,0.0163111189270712,0.226527788027087,0.469567853889235,0.408832018089128,55,53.96,314,0.37,2.676835694979,2.0704927170704,1.95604022394217,0,7
67,1.01368466972858,0.012672069012582,0.0206890065666381,0.0150300851628313,0.164531877493721,0.46785569654357,0.368007900837878,55,53.98,311,0.37,2.6157622114456,2.03141819484289,1.90727540073066,0,7
68,1.01428189616137,0.0362416239304235,0.0399577000613484,0.0653620906826218,0.23936695309225,0.444983892771564,0.344214786965085,55,54,305,0.35,2.54786254314153,1.9843903398452,1.85051482026908,0,7
69,1.0063878881119,0.0301235301102573,0.0713154009404755,0.0828092387700762,0.214830182849183,0.413499665450227,0.352917659578542,55,54,305,0.35,2.5454218285183,1.98419033232173,1.84817633080413,0,7
70,0.79760508345564,0.0156734459434631,0.027907347017563,0.0127143079298156,0.194501587037715,0.420022958405174,0.435697746947334,55,54.04,300,0.33,2.45651921955525,1.92453075492345,1.78014011249653,0,7
71,0.908817115759502,0.0177611282561698,0.021817295080076,0.0141294339249925,0.194287098241748,0.44676546380414,0.359567468053457,55,54.06,298,0.33,2.42750938627986,1.90557623042483,1.75241647869201,0,7
72,0.906024042738916,0.0110770797824532,0.0229588916607456,0.00922874191242211,0.131071717464129,0.425932318285538,0.372323471652539,55,54.08,290,0.25,2.04825857837089,1.62315126008796,1.47375185886415,0,7
73,0.894059424230717,0.0307187046320698,0.0586685467357086,0.0637923818666084,0.181244845175168,0.410013897307329,0.38831371838234,55,54.1,285,0.24,1.98250178980895,1.58075299821408,1.42601985441093,0,7
74,0.847779029302756,0.0174307377820516,0.0430471077593217,0.0115105705027482,0.144151759117871,0.398017580735046,0.339721899447034,55,54.12,281,0.21,1.91792464756893,1.53621943898748,1.37863297354211,0,7
75,0.660908540898559,0.0122599979625611,0.0245629861665823,0.00870752579922988,0.140749631671806,0.342368004745742,0.357673867405466,55,54.14,273,0.2,1.84624606581746,1.48758854834859,1.3267696555684,0,7
76,0.755542065320233,0.0143861469594522,0.0316768133634502,0.0190549369796575,0.187248840182107,0.357970152663814,0.282560862348211,55,54.16,266,0.19,1.77928000903627,1.43944808616297,1.27880884276441,0,7
77,0.766333922264689,0.0100028762539201,0.0343976115744332,0.0131981225824065,0.135145767077528,0.365621480455241,0.36765655185691,55,54.18,258,0.18,1.70802865984516,1.38653472690214,1.22867889201733,0,7
78,0.786617122701944,0.0218893273091395,0.030844415697471,0.0161957620363699,0.158873456291396,0.360337801676945,0.347064330348989,55,54.2,255,0.17,1.67798559208738,1.36974047525587,1.20951933356507,0,7
79,0.70804158032105,0.0149343556513297,0.0247271869295287,0.0114387319591562,0.135043779848545,0.318428782673228,0.248502937281932,55,54.22,246,0.16,1.59593644413254,1.30885991157209,1.15432806018078,0,7
80,0.955728934339335,0.0168880730578418,0.0423105046095497,0.0228591896709957,0.231385451110127,0.561946680884266,0.466448849962584,57.5,56.3,337,0.46,3.14073623624861,2.40131498786564,2.31350766980813,0,7
81,0.915323794122493,0.0190323365291752,0.0214731788153955,0.0217791300096537,0.159873543362998,0.554973247804512,0.397028755129631,57.5,56.32,335,0.46,3.09401151456039,2.36596512115249,2.27489849612754,0,7
82,0.754852858032443,0.0244493809539678,0.0251980557386283,0.019246861922332,0.178557157491761,0.446213494740605,0.456543367468164,57.5,56.34,333,0.45,3.03750593561469,2.32711412020071,2.22818094743968,0,7
83,1.02446590365269,0.017646423824997,0.0294920993157272,0.0126174842185468,0.239862968437549,0.493728502878522,0.395481964344781,57.5,56.36,330,0.44,2.98674135719442,2.2886544916905,2.18506723332937,0,7
84,0.912758519671168,0.0204380529072729,0.0241707638471391,0.0267795864235071,0.180797792706767,0.549519436319794,0.483537519349289,57.5,56.38,327,0.42,2.93547721262357,2.2500814685628,2.14377623182185,0,7
85,0.963945450314549,0.0184903092853616,0.0295644182060979,0.0129063890323071,0.222594495231962,0.529991039010147,0.480538160783696,57.5,56.4,326,0.42,2.89494502752005,2.22126063905705,2.10735239911064,0,7
86,0.918549897624945,0.0215686962913781,0.0229982364656442,0.0125204950649134,0.210278976351253,0.530994315197811,0.35206660645644,57.5,56.42,323,0.41,2.85350121371933,2.19222543013334,2.07303899289556,0,7
87,0.74786984309698,0.0212187620515226,0.0226063779605836,0.0169080295313105,0.244029530589123,0.547634340092628,0.477220155486456,57.5,56.44,323,0.41,2.79391413782504,2.15072451414813,2.02400876170995,0,7
88,0.770661450383983,0.0877146017156182,0.0416810943061454,0.0793311299652779,0.210422362795373,0.537623830537834,0.414503792925984,57.5,56.46,317,0.38,2.75345335802583,2.12229602705846,1.99058632721603,0,7
89,0.844600474314847,0.0230368529649473,0.0246103562500167,0.00971586906110912,0.172205273339376,0.537655725882031,0.465501764844492,57.5,56.48,314,0.37,2.6879514874593,2.07556608424501,1.93618053737522,0,7
90,0.900813703959597,0.012750313461869,0.0240589307231549,0.011931734762436,0.233797281309919,0.504750975954131,0.398021342835925,57.5,56.5,310,0.37,2.63113390354288,2.03841943247077,1.88939432996212,0,7
91,0.828252958017925,0.0119198336651752,0.0298903717515721,0.0125223427070616,0.224781668486632,0.505253470267508,0.385469897512671,57.5,56.52,307,0.36,2.573894908805,1.99951867639915,1.84362663113791,0,7
92,0.663285065608075,0.085109766546804,0.0661276308816676,0.0867874791134171,0.19033948652265,0.507952733509491,0.445024478662616,57.5,56.54,303,0.35,2.52138106676624,1.96432269484071,1.80268352241863,0,7
93,0.721735777430335,0.0424996059728777,0.0631446566401655,0.0241337427330612,0.195780508963945,0.49222142110867,0.381287622217029,57.5,56.56,294,0.31,2.38509408191453,1.8670916833799,1.70337001561217,0,7
94,0.820751726441991,0.00989554990337368,0.0241329688539653,0.0102266330823192,0.15418858293112,0.455248523116358,0.35679904048682,57.5,56.58,289,0.3,2.32291732553076,1.82702798950092,1.66105971556938,0,7
95,0.846423445254308,0.0106647747122516,0.0197460951934953,0.0111798458385486,0.205933536202314,0.489464523347049,0.410349335890082,57.5,56.6,285,0.29,2.26154975283995,1.78576989542637,1.61436182039055,0,7
96,0.747763502138182,0.0249663313224682,0.0222750710423768,0.0137186579411665,0.198082120287162,0.489408500037339,0.410192113876727,57.5,56.62,279,0.28,2.18495492869158,1.73766582687362,1.55996250352989,0,7
97,0.790985912749764,0.0518359117166435,0.0381081420169789,0.0245952182676588,0.160599640646504,0.417467207227701,0.386943798973951,57.5,56.64,274,0.27,2.12721688759882,1.69808749960907,1.51289643986925,0,7
98,0.590045323875042,0.0139541944229496,0.0273320810030715,0.01005573335325,0.201924682471925,0.444230519716885,0.327050928484211,57.5,56.66,274,0.26,2.05677024673386,1.6511112942038,1.46094032060892,0,7
99,0.747036261438365,0.0125226527677235,0.0258792722427955,0.0102638833620242,0.138633966700401,0.44946750788611,0.348524118979762,57.5,56.68,274,0.24,1.99668611925732,1.61005751544065,1.41942728803271,0,7
100,0.752204521298771,0.0180349472508322,0.0284791169934216,0.0242161718835538,0.204530954825118,0.468017982009332,0.407830255885543,57.5,56.7,268,0.26,2.06693576313331,1.6698633016635,1.47052818192413,0,7
101,0.71910201257058,0.0100073207228971,0.0240794209032088,0.0109035974186903,0.154213379657939,0.444269191322327,0.334567886203453,57.5,56.72,263,0.24,1.9966328243105,1.62056365106834,1.41935288394981,0,7
102,0.540999520791187,0.00916926109836802,0.0278019290578592,0.0107887723211989,0.132245824200446,0.382415932976418,0.370989076669157,57.5,56.74,245,0.22,1.90507944113065,1.55748886039241,1.35529509983285,0,7
103,0.651132643034349,0.0102006111659096,0.0183909841567244,0.0158167525739586,0.211134155211683,0.388430774983315,0.287536007519333,57.5,56.76,245,0.2,1.82633603214019,1.50293635217064,1.30068712853644,0,7
104,0.675401002361762,0.00910160113390449,0.020066186870696,0.00817776208499071,0.158882741079334,0.409381813597927,0.370272431533106,57.5,56.78,236,0.19,1.75469941579489,1.44998441862527,1.24863074126955,0,7
105,0.653868764811619,0.0121068608834363,0.0277389543790571,0.0118459428462054,0.170884281498913,0.345826729495254,0.315016391554845,57.5,56.8,226,0.17,1.66795758673894,1.38764605997773,1.19415910665374,0,7
